C.D.S.  -  SIMBAD4 rel 1.6  -  2018.04.29CEST19:43:33

coord 05 38 55.526-69 04 26.72 (ICRS, J2000, 2000.0), radius: 10 arcmin
-----------------------------------------------------------------------

Number of objects : 3343

 #  |dist(asec)|          identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |            spec. type             |#bib|#not
----|----------|------------------------------|---|---------------------------|------|------|------|------|------|-----------------------------------|----|----
182 |     57.29|[AMO2014] 7                   |cor|05 38 45.08 -69 04 39.0    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
183 |     57.44|30Dor-NIC 12d                 |Y*O|05 38 47.02 -69 05 01.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   8|   0
184 |     57.58|30Dor-NIC 12c                 |IR |05 38 47.24 -69 05 03.4    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
185 |     57.60|[RBW98] IRSN-104              |IR |05 38 45.17 -69 04 42.2    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
186 |     57.78|OGLE LMC-ECL-21548            |EB*|05 38 55.59 -69 05 24.5    |     ~|     ~|17.045|     ~|16.589|~                                  |   1|   0
187 |     57.84|Dor IRS 127                   |IR |05 38 47.6 -69 05 06       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
188 |     57.95|[IBC2013] 44                  |cor|05 38 44.95 -69 04 38.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
189 |     58.17|[RBW98] IRSN-115              |IR |05 38 46.10 -69 04 55.6    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
190 |     58.24|VFTS 568                      |*  |05 38 44.660 -69 04 24.88  |     ~|16.94 |16.79 |     ~|     ~|B0.5:V                             |   4|   0
191 |     58.35|2MASS J05385136-6905206       |IR |05 38 51.364 -69 05 20.64  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
192 |     58.95|Dor IRS 124                   |Y*O|05 38 47.0 -69 05 04       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
193 |     59.08|30Dor-NIC 10a                 |IR |05 38 55.55 -69 05 25.8    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
194 |     59.08|[P93] 1209                    |*  |05 38 45.1 -69 04 46       |     ~|15.95 |15.649|     ~|     ~|O9.5V:                             |   2|   0
195 |     59.33|Dor IRS 164                   |IR |05 39 00.4 -69 05 20       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
196 |     59.60|IRSF J05385877-6905239        |*  |05 38 58.751 -69 05 23.77  |     ~|15.91 |15.77 |     ~|     ~|O6-7Vnnz                           |   9|   0
197 |     59.78|Brey 90a                      |WR*|05 39 03.78 -69 03 46.5    |16.190|15.895|15.834|     ~|15.533|WC5                                |  13|   0
198 |     59.97|[GC2009] J053901.11-690518.7  |IR |05 39 01.11 -69 05 18.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
199 |     60.02|[IBC2013] 11                  |cor|05 38 46.88 -69 05 04.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
200 |     60.16|OGLE LMC-ECL-21481            |EB*|05 38 46.77 -69 05 04.4    |     ~|     ~|16.550|     ~|16.299|~                                  |   1|   0
201 |     60.50|SSTISAGEMA J053846.84-690505.4|IR |05 38 46.84 -69 05 05.4    |     ~|     ~|     ~|     ~|     ~|~                                  |   8|   0
202 |     60.76|[IBC2013] 13                  |cor|05 38 46.33 -69 05 02.3    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
203 |     60.77|[IBC2013] 19                  |cor|05 38 45.21 -69 04 52.0    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
204 |     60.77|[IBC2013] 12                  |cor|05 38 46.58 -69 05 04.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
205 |     60.89|[RBW98] IRSN-112              |IR |05 38 45.83 -69 04 58.5    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
206 |     61.11|[IBC2013] 14                  |cor|05 38 46.17 -69 05 01.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
207 |     61.55|[IBC2013] 18                  |cor|05 38 45.45 -69 04 56.3    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
208 |     61.80|30Dor-NIC 12a                 |IR |05 38 46.99 -69 05 08.3    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
209 |     61.90|2MASS J05390040-6903305       |SB*|05 39 00.40 -69 03 30.6    |     ~|15.97 |15.91 |     ~|     ~|O9.5IV                             |   6|   0
210 |     62.37|[RBW98] IRSN-82               |IR |05 38 43.92 -69 04 21.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
211 |     62.48|Cl* NGC 2070 MEL 23           |*iC|05 38 44.6997 -69 04 49.984|     ~|14.11 |14.05 |     ~|     ~|O3III(f*)                          |  16|   0
212 |     62.55|30Dor-NIC 13c                 |IR |05 38 45.10 -69 04 54.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
213 |     62.72|[P93] 1104                    |*  |05 38 43.9160 -69 04 34.823|     ~|15.64 |15.47 |     ~|     ~|O7/9V                              |   2|   0
214 |     63.64|[P93] 1171                    |*  |05 38 44.63 -69 04 01.4    |     ~|17.752|17.382|     ~|     ~|O8/B1V:                            |   1|   0
215 |     64.11|[IBC2013] 10                  |cor|05 38 46.32 -69 05 07.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
216 |     64.16|AT20G J053845-690503          |cm |05 38 45.66 -69 05 03.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
217 |     64.18|[IBC2013] 6                   |cor|05 38 45.68 -69 05 03.3    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
218 |     64.31|[AMO2014] 12                  |cor|05 38 48.27 -69 03 35.5    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
219 |     64.48|30Dor-NIC 13b                 |IR |05 38 45.0 -69 04 58       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
220 |     64.59|[IBC2013] 9                   |cor|05 38 46.04 -69 05 06.6    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
221 |     65.23|[H88b] 93                     |Cld|05 39 06.0 -69 05 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
222 |     65.23|VFTS 565                      |*  |05 38 44.560 -69 04 55.09  |     ~|16.6  |16.55 |     ~|     ~|O9.5:                              |   9|   0
223 |     65.24|[IBC2013] 5                   |cor|05 38 45.65 -69 05 04.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
224 |     65.39|VFTS 556                      |*  |05 38 44.000 -69 04 48.25  |     ~|16.92 |16.88 |     ~|     ~|B1.5-2V                            |   5|   0
225 |     65.63|[VPT2002] 30 Dor 3            |HII|05 38 46.0 -69 05 08       |     ~|     ~|     ~|     ~|     ~|~                                  |   8|   0
226 |     65.79|Dor IRS 145                   |IR |05 38 54.0 -69 05 32       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
227 |     65.80|[P93] 1077                    |*  |05 38 43.600 -69 04 42.46  |     ~|15.34 |15.25 |     ~|     ~|O5V((fc))z                         |   7|   0
228 |     65.89|[IBC2013] 15                  |cor|05 38 44.69 -69 04 57.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
229 |     65.89|Dor IRS 128                   |IR |05 38 47.8 -69 05 18       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
230 |     65.93|[P93] 1313                    |*  |05 38 45.78 -69 05 07.0    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
231 |     66.60|[IBC2013] 16                  |cor|05 38 44.52 -69 04 57.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
232 |     66.83|[GSL2002] 117                 |HII|05 38 44.5 -69 04 58       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
233 |     66.85|Dor IRS 175                   |IR |05 39 08.0 -69 04 25       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
234 |     66.86|[IBC2013] 8                   |cor|05 38 45.81 -69 05 08.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
235 |     67.05|[IBC2013] 17                  |cor|05 38 44.23 -69 04 55.6    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
236 |     67.40|[P93] 1004                    |*  |05 38 43.0 -69 04 33       |     ~|16.284|16.206|     ~|     ~|B1.5IV                             |   1|   0
237 |     67.41|[IBC2013] 7                   |cor|05 38 45.65 -69 05 08.5    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
238 |     67.49|[AMO2014] 4                   |cor|05 38 45.24 -69 05 05.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
239 |     67.76|[RBW98] IRSN-106              |IR |05 38 45.58 -69 05 08.6    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
240 |     67.89|[P93] 1035                    |*  |05 38 43.1726 -69 04 41.882|     ~|14.68 |14.73 |     ~|     ~|O3/6V                              |   3|   0
241 |     67.90|30Dor-NIC 13a                 |IR |05 38 44.65 -69 05 01.6    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
242 |     67.94|[P93] 1052                    |*  |05 38 43.3868 -69 04 46.386|     ~|15.4  |15.36 |     ~|     ~|O8-9III:((n))                      |   8|   0
243 |     68.33|MH 12                         |SB*|05 38 43.026 -69 04 13.15  |     ~|13.96 |13.99 |     ~|     ~|ON9Ia:+O7.5:I:(f):                 |  11|   0
244 |     68.34|VFTS 535                      |*  |05 38 42.800 -69 04 31.50  |     ~|16.87 |16.53 |     ~|     ~|B1-2V-III                          |   6|   0
245 |     68.44|[RBW98] IRSN-62               |IR |05 38 42.80 -69 04 20.8    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
246 |     68.53|[IBC2013] 4                   |cor|05 38 45.12 -69 05 06.6    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
247 |     68.70|Dor IRS 122                   |IR |05 38 46.4 -69 05 15       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
248 |     69.13|[BGB2001] 1b                  |IR |05 38 45.20 -69 05 08.2    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
249 |     69.46|[BGB2001] 1c                  |IR |05 38 45.11 -69 05 08.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
250 |     69.61|OGLE LMC-ECL-21453            |SB*|05 38 44.060 -69 04 59.49  |     ~|16.69 |16.57 |     ~|16.046|On                                 |   5|   0
251 |     69.64|OGLE LMC-ECL-21522            |SB*|05 38 52.0642 -69 05 33.847|     ~|15.21 |15.13 |     ~|15.017|O6.5V(n)+O9.7:V:                   |   7|   0
252 |     69.82|VFTS 579                      |*  |05 38 44.970 -69 05 07.69  |     ~|15.51 |15.51 |     ~|     ~|O9:((n))                           |  11|   0
253 |     69.87|[BGL2004] 30 Dor OH(3)        |Mas|05 38 45.0 -69 05 08       |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
254 |     69.87|[BGL2004] 30 Dor OH(1)        |Mas|05 38 45.0 -69 05 08       |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
255 |     69.87|[BGL2004] 30 Dor OH(2)        |Mas|05 38 45.0 -69 05 08       |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
256 |     69.94|2MASS J05384507-6905086       |Y*O|05 38 45.073 -69 05 08.64  |     ~|14.73 |14.72 |     ~|     ~|O9V(n)p                            |  15|   0
257 |     70.03|VFTS 594                      |*  |05 38 45.760 -69 05 13.29  |     ~|16.23 |16.16 |     ~|     ~|O9.7                               |   7|   0
258 |     70.20|OGLE LMC-ECL-21439            |SB*|05 38 42.6599 -69 04 13.427|     ~|14.39 |14.50 |     ~|14.568|O9.5III:nn                         |   7|   0
259 |     70.47|[P93] 956                     |*  |05 38 42.3779 -69 04 24.743|     ~|15.58 |15.58 |     ~|     ~|O9.7(n)                            |  10|   0
260 |     70.47|NAME WBB1                     |Cl*|05 38 45.0 -69 05 09       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   1
261 |     70.68|VFTS 609                      |*  |05 38 46.870 -69 05 20.07  |     ~|16.75 |16.76 |     ~|     ~|O9-9.5V-III                        |   6|   0
262 |     70.91|[P93] 1955                    |*  |05 39 02.863 -69 05 25.75  |     ~|16.35 |16.19 |     ~|     ~|B0.5V                              |   5|   0
263 |     71.25|OGLE LMC-ECL-21461            |EB*|05 38 44.86 -69 05 09.3    |     ~|     ~|17.373|     ~|17.210|~                                  |   1|   0
264 |     71.76|30Dor-NIC 11b                 |IR |05 38 46.57 -69 05 20.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
265 |     71.78|30Dor-NIC 11a                 |IR |05 38 45.96 -69 05 17.0    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
266 |     71.80|[P93] 1264                    |*  |05 38 45.62 -69 05 15.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
267 |     72.09|VFTS 523                      |*  |05 38 42.120 -69 04 32.93  |     ~|17.06 |17.05 |     ~|     ~|B1-3V-III                          |   5|   0
268 |     72.36|OGLE LMC-ECL-21435            |EB*|05 38 42.370 -69 04 43.15  |     ~|16.01 |15.94 |     ~|15.889|O9.5(n)                            |  10|   0
269 |     72.54|2MASS J05385499-6905392       |IR |05 38 54.992 -69 05 39.20  |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
270 |     73.15|Dor IRS 112                   |IR |05 38 44.8 -69 05 12       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
271 |     73.38|[P93] 1164                    |*  |05 38 44.6 -69 05 11       |     ~|15.987|15.617|     ~|     ~|~                                  |   1|   0
272 |     73.77|Cl* NGC 2070 MEL 29           |*iC|05 38 41.938 -69 04 38.69  |     ~|14.64 |14.72 |     ~|     ~|O7                                 |   1|   0
273 |     73.87|VFTS 517                      |*  |05 38 41.920 -69 04 38.75  |     ~|14.64 |14.72 |     ~|     ~|O9.5V-III((n))                     |   5|   0
274 |     73.89|CXOU J053846.4-690522         |X  |05 38 46.486 -69 05 22.54  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
275 |     74.35|VFTS 564                      |*  |05 38 44.560 -69 05 12.31  |     ~|16.19 |16.02 |     ~|     ~|O6-8V((f))                         |   5|   0
276 |     74.73|CXOU J053909.4-690429         |X  |05 39 09.464 -69 04 29.80  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
277 |     74.77|[AMO2014] 9                   |cor|05 38 51.34 -69 03 15.4    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
278 |     74.82|[P93] 1170                    |*  |05 38 44.6850 -69 05 13.907|     ~|16.16 |16.09 |     ~|     ~|O9.2III:                           |  10|   0
279 |     75.13|[RBW98] IRSN-71               |IR |05 38 43.50 -69 05 05.4    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
280 |     75.21|Dor IRS 169                   |IR |05 39 03.4 -69 05 29       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
281 |     75.41|[RBW98] IRSN-103              |IR |05 38 45.15 -69 05 17.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
